SignDescription,X_2011NAD83,Y_2011NAD83,MERGE_SRC,Z
R9-3 / NO PEDESTRIAN CROSSING,1194362.863399999914691,864029.751999999978580,TopoDOT_Signs35_usft,358.940400000006775
R9-3BR / USE CROSSWALK (ARROW RIGHT),1194362.875699999975041,864029.714500000001863,TopoDOT_Signs35_usft,358.932199999995646
R3-2 / NO LEFT TURN SYMBOL,1194367.875699999975041,864015.333899999968708,TopoDOT_Signs35_usft,358.371100000003935
R1-2 / YIELD,1194371.091599999926984,896411.930199999944307,TopoDOT_Signs35_usft,318.974199999996927
R8-3A / NO PARKING SYMBOL,1194387.547500000102445,863982.262499999953434,TopoDOT_Signs35_usft,358.061400000005960
R9-3 / NO PEDESTRIAN CROSSING,1194407.716100000077859,896412.388700000010431,TopoDOT_Signs35_usft,320.321700000000419
D3-401 / STREET NAME SIGN W/GEORGE HEAD SHIELD,1194414.830000000074506,896409.275999999954365,TopoDOT_Signs35_usft,319.730100000000675
R9-3 / NO PEDESTRIAN CROSSING,1194429.037199999904260,864087.157200000016019,TopoDOT_Signs35_usft,357.491500000003725
R9-3BL / USE CROSSWALK (ARROW LEFT),1194429.038900000043213,864087.135299999965355,TopoDOT_Signs35_usft,357.614199999996345
D3-301 / STREET NAME SIGN*,1194430.432599999941885,864023.684000000008382,TopoDOT_Signs35_usft,357.546700000006240
D3-301 / STREET NAME SIGN*,1194430.449100000085309,864023.685999999986961,TopoDOT_Signs35_usft,357.555200000002515
R3-2 / NO LEFT TURN SYMBOL,1194437.290199999930337,864052.438300000037998,TopoDOT_Signs35_usft,357.536200000002282
D3-302 / CROSSROADS NAME SIGN W/CHEVRON*,1194443.227900000056252,896492.532699999981560,TopoDOT_Signs35_usft,323.768500000005588
R9-3 / NO PEDESTRIAN CROSSING,1194446.258699999889359,896499.223600000026636,TopoDOT_Signs35_usft,324.572299999999814
R9-3BR / USE CROSSWALK (ARROW RIGHT),1194446.292499999981374,896499.263400000054389,TopoDOT_Signs35_usft,324.570300000006682
R9-3 / NO PEDESTRIAN CROSSING,1194446.294999999925494,864040.785700000007637,TopoDOT_Signs35_usft,357.387199999997392
R9-3 / NO PEDESTRIAN CROSSING,1194446.298399999970570,896499.247300000046380,TopoDOT_Signs35_usft,325.170100000003004
R9-3 / NO PEDESTRIAN CROSSING,1194446.299399999901652,896499.284899999969639,TopoDOT_Signs35_usft,324.542499999995925
R3-1 / NO RIGHT TURN SYMBOL,1194450.450399999972433,864039.757300000055693,TopoDOT_Signs35_usft,357.251099999994040
R9-5 / BIKE (SYMBOL) USE PEDESTRIAN SIGNAL,1194450.451600000029430,864039.762100000050850,TopoDOT_Signs35_usft,357.238299999997253
D3-301 / STREET NAME SIGN*,1194450.463599999900907,864039.606900000013411,TopoDOT_Signs35_usft,357.247399999992922
R9-6 / BIKE (SYMBOL) YIELD TO PEDS,1194450.465499999932945,864039.625099999946542,TopoDOT_Signs35_usft,357.232000000003609
D3-301 / STREET NAME SIGN*,1194450.486700000008568,864039.605800000019372,TopoDOT_Signs35_usft,357.232000000003609
D3-401 / STREET NAME SIGN W/GEORGE HEAD SHIELD,1194451.007800000021234,896496.593200000002980,TopoDOT_Signs35_usft,324.080499999996391
D3-302 / CROSSROADS NAME SIGN W/CHEVRON*,1194454.674899999983609,896393.277299999957904,TopoDOT_Signs35_usft,320.549400000003516
R3-5 / LEFT TURN ONLY,1194461.924300000071526,896491.981600000057369,TopoDOT_Signs35_usft,324.249200000005658
R3-6L / UNDEFINED,1194472.144000000087544,896487.515600000042468,TopoDOT_Signs35_usft,324.423399999999674
R8-3A / NO PARKING SYMBOL,1194477.715899999951944,864136.911300000036135,TopoDOT_Signs35_usft,356.461699999999837
W13-1 / ______MPH,1194477.743299999972805,864136.941899999976158,TopoDOT_Signs35_usft,356.508900000000722
R9-3BL / USE CROSSWALK (ARROW LEFT),1194479.929400000022724,864073.823399999993853,TopoDOT_Signs35_usft,356.805800000001909
R9-3 / NO PEDESTRIAN CROSSING,1194479.940500000026077,864073.817200000048615,TopoDOT_Signs35_usft,356.796300000001793
D3-102 / CROSSROADS NAME SIGN,1194563.987600000109524,864143.584299999987707,TopoDOT_Signs35_usft,354.893400000000838
D3-102 / CROSSROADS NAME SIGN,1194563.998600000049919,864143.576400000019930,TopoDOT_Signs35_usft,354.936100000006263
D3-102 / CROSSROADS NAME SIGN,1194572.438199999975041,864242.554800000041723,TopoDOT_Signs35_usft,355.815700000006473
D3-102 / CROSSROADS NAME SIGN,1194572.446100000059232,864242.548599999980070,TopoDOT_Signs35_usft,355.780899999997928
R8-3A / NO PARKING SYMBOL,1194625.841299999970943,864283.823500000056811,TopoDOT_Signs35_usft,352.398000000001048
I5-6 / BUS STATION (SYMBOL),1194696.072200000053272,896167.536199999973178,TopoDOT_Signs35_usft,324.701600000000326
I5-6 / BUS STATION (SYMBOL),1194738.559099999954924,896256.093299999949522,TopoDOT_Signs35_usft,327.022800000006100
D10-2 / MILE _____ (SINGLED FACED),1194796.365100000053644,896066.142600000021048,TopoDOT_Signs35_usft,325.317399999999907
R9-3 / NO PEDESTRIAN CROSSING,1194852.323600000003353,864505.074600000050850,TopoDOT_Signs35_usft,341.584400000007008
R9-3BL / USE CROSSWALK (ARROW LEFT),1194852.326099999947473,864505.069699999992736,TopoDOT_Signs35_usft,341.640499999994063
D10-1 / MILE _____ (SINGLED FACED),1194852.349500000011176,896129.054699999978766,TopoDOT_Signs35_usft,324.174400000003516
D1-901 / APPROACH DIRECTIONAL SIGN - 1 DESTINATION*,1194876.908099999884143,896095.428599999984726,TopoDOT_Signs35_usft,323.366899999993620
R9-3 / NO PEDESTRIAN CROSSING,1194883.255700000096112,864473.907299999962561,TopoDOT_Signs35_usft,341.648100000005797
R9-3BR / USE CROSSWALK (ARROW RIGHT),1194883.324199999915436,864473.830300000030547,TopoDOT_Signs35_usft,341.332099999999627
R9-3BL / USE CROSSWALK (ARROW LEFT),1194883.370000000111759,864474.630000000004657,TopoDOT_Signs35_usft,341.332099999999627
D3-102 / CROSSROADS NAME SIGN,1194889.003800000064075,864476.351699999999255,TopoDOT_Signs35_usft,341.246499999993830
R8-3A / NO PARKING SYMBOL,1194889.014200000092387,864476.348099999944679,TopoDOT_Signs35_usft,341.295700000002398
D3-102 / CROSSROADS NAME SIGN,1194889.022899999981746,864476.307000000029802,TopoDOT_Signs35_usft,341.172000000005937
R8-3A / NO PARKING SYMBOL,1194959.611599999945611,864548.019500000053085,TopoDOT_Signs35_usft,338.960399999996298
R8-3A / NO PARKING SYMBOL,1195080.092699999921024,864752.998600000049919,TopoDOT_Signs35_usft,326.972599999993690
R2-1 / SPEED LIMIT ______,1195080.113899999996647,864752.985100000048988,TopoDOT_Signs35_usft,326.913499999995111
D3-102 / CROSSROADS NAME SIGN,1195101.114499999908730,864774.127300000051036,TopoDOT_Signs35_usft,325.217699999993783
D3-102 / CROSSROADS NAME SIGN,1195101.118599999928847,864774.132899999967776,TopoDOT_Signs35_usft,325.183199999999488
D3-102 / CROSSROADS NAME SIGN,1195158.524800000013784,864720.233800000045449,TopoDOT_Signs35_usft,326.726800000004005
D3-102 / CROSSROADS NAME SIGN,1195158.547400000039488,864720.221299999975599,TopoDOT_Signs35_usft,326.684800000002724
I5-6 / BUS STATION (SYMBOL),1195180.803300000028685,864851.758799999952316,TopoDOT_Signs35_usft,320.849199999996927
R8-3A / NO PARKING SYMBOL,1195210.488899999996647,864783.228000000002794,TopoDOT_Signs35_usft,322.196299999995972
R2-1 / SPEED LIMIT ______,1195257.746299999998882,895703.823300000047311,TopoDOT_Signs35_usft,314.229800000000978
I5-6 / BUS STATION (SYMBOL),1195263.547999999951571,864835.150600000051782,TopoDOT_Signs35_usft,318.471000000005006
W20-1 / ROAD WORK AHEAD,1195270.206100000068545,895695.033900000038557,TopoDOT_Signs35_usft,313.708199999993667
R8-3A / NO PARKING SYMBOL,1195293.223199999891222,864865.050599999958649,TopoDOT_Signs35_usft,316.324999999997090
G20-2A / END ROAD WORK,1195306.185000000055879,895535.050700000021607,TopoDOT_Signs35_usft,309.191399999996065
D3-102 / CROSSROADS NAME SIGN,1195312.344999999972060,864987.005899999989197,TopoDOT_Signs35_usft,311.423699999999371
D3-102 / CROSSROADS NAME SIGN,1195312.349799999967217,864986.982399999978952,TopoDOT_Signs35_usft,311.426699999996345
R9-3BR / USE CROSSWALK (ARROW RIGHT),1195377.607300000032410,865038.545799999963492,TopoDOT_Signs35_usft,307.209499999997206
R9-3 / NO PEDESTRIAN CROSSING,1195377.631100000115111,865038.570100000011735,TopoDOT_Signs35_usft,307.415500000002794
D3-301 / STREET NAME SIGN*,1195382.935000000055879,865051.250200000009499,TopoDOT_Signs35_usft,306.777100000006612
D3-102 / CROSSROADS NAME SIGN,1195382.952199999941513,865051.230800000019372,TopoDOT_Signs35_usft,306.985700000004726
D3-301 / STREET NAME SIGN*,1195388.159299999941140,865045.836499999975786,TopoDOT_Signs35_usft,306.010999999998603
D3-301 / STREET NAME SIGN*,1195421.804999999934807,864997.262699999962933,TopoDOT_Signs35_usft,306.484400000001187
J14 / UNDEFINED,1195422.260699999984354,865114.872600000002421,TopoDOT_Signs35_usft,303.988700000001700
J15 / UNDEFINED,1195422.270000000018626,865114.883400000049733,TopoDOT_Signs35_usft,303.963799999997718
R9-3 / NO PEDESTRIAN CROSSING,1195425.388999999966472,864995.856700000003912,TopoDOT_Signs35_usft,306.832899999993970
R9-3BR / USE CROSSWALK (ARROW RIGHT),1195425.393399999942631,864995.864500000025146,TopoDOT_Signs35_usft,307.116599999993923
R8-3A / NO PARKING SYMBOL,1195425.509899999946356,864983.922600000048988,TopoDOT_Signs35_usft,307.378800000005867
D3-102 / CROSSROADS NAME SIGN,1195428.235499999951571,864988.552999999956228,TopoDOT_Signs35_usft,307.154699999999139
D3-301 / STREET NAME SIGN*,1195428.236199999926612,864988.533000000054017,TopoDOT_Signs35_usft,307.018899999995483
D3-102 / CROSSROADS NAME SIGN,1195428.237600000109524,864988.611499999999069,TopoDOT_Signs35_usft,307.025800000003073
D3-102 / CROSSROADS NAME SIGN,1195428.259899999946356,864988.571499999961816,TopoDOT_Signs35_usft,307.045800000007148
I5-6 / BUS STATION (SYMBOL),1195431.152100000064820,895532.169400000013411,TopoDOT_Signs35_usft,305.922699999995530
R9-3 / NO PEDESTRIAN CROSSING,1195433.308399999979883,865096.798799999989569,TopoDOT_Signs35_usft,303.151100000002771
R9-3BR / USE CROSSWALK (ARROW RIGHT),1195433.312099999981001,865096.810700000030920,TopoDOT_Signs35_usft,303.197400000004563
R9-3 / NO PEDESTRIAN CROSSING,1195466.508399999933317,865036.595399999991059,TopoDOT_Signs35_usft,304.517900000006193
R9-3BR / USE CROSSWALK (ARROW RIGHT),1195466.512199999997392,865036.546100000035949,TopoDOT_Signs35_usft,304.237999999997555
D3-301 / STREET NAME SIGN*,1195507.899599999887869,895428.043700000038370,TopoDOT_Signs35_usft,300.929600000003120
D3-301 / STREET NAME SIGN*,1195521.869799999985844,895284.701000000000931,TopoDOT_Signs35_usft,296.277799999996205
I5-6 / BUS STATION (SYMBOL),1195554.151499999919906,865115.950900000054389,TopoDOT_Signs35_usft,298.420100000003004
D3-301 / STREET NAME SIGN*,1195562.835699999937788,895402.952799999970011,TopoDOT_Signs35_usft,298.636700000002747
W4-2R / PAVEMENT WIDTH TRANSITION RIGHT,1195576.536000000080094,895249.736499999999069,TopoDOT_Signs35_usft,295.174700000003213
D3-301 / STREET NAME SIGN*,1195582.198000000091270,895256.112700000056066,TopoDOT_Signs35_usft,295.145499999998719
I5-6 / BUS STATION (SYMBOL),1195606.207200000062585,895227.749199999962002,TopoDOT_Signs35_usft,294.361699999994016
D3-102 / CROSSROADS NAME SIGN,1195623.133399999933317,865355.434200000017881,TopoDOT_Signs35_usft,286.914900000003399
D3-102 / CROSSROADS NAME SIGN,1195623.140799999935552,865355.418900000047870,TopoDOT_Signs35_usft,286.968399999997928
R8-3A / NO PARKING SYMBOL,1195625.927699999883771,865211.230400000000373,TopoDOT_Signs35_usft,293.499500000005355
R2-1 / SPEED LIMIT ______,1195625.949699999997392,865211.184800000046380,TopoDOT_Signs35_usft,293.694399999993038
W14-1 / DEAD END,1195677.725899999961257,866309.565100000007078,TopoDOT_Signs35_usft,238.233600000006845
D3-102 / CROSSROADS NAME SIGN,1195691.035399999935180,866350.871399999945424,TopoDOT_Signs35_usft,235.598700000002282
D3-102 / CROSSROADS NAME SIGN,1195691.042300000088289,866350.868299999972805,TopoDOT_Signs35_usft,235.598700000002282
W14-1 / DEAD END,1195691.046400000108406,866350.881599999964237,TopoDOT_Signs35_usft,235.588199999998324
R7-108 / RESTRICTED PARKING XXXX TO XXXXX*,1195694.962199999950826,866288.707700000028126,TopoDOT_Signs35_usft,238.670299999997951
R2-1 / SPEED LIMIT ______,1195694.983199999900535,866288.721499999985099,TopoDOT_Signs35_usft,238.830700000005891
R7-108 / RESTRICTED PARKING XXXX TO XXXXX*,1195700.546700000064448,866184.593899999978021,TopoDOT_Signs35_usft,243.412700000000768
D3-102 / CROSSROADS NAME SIGN,1195701.059700000099838,866017.034800000023097,TopoDOT_Signs35_usft,252.226299999994808
D3-102 / CROSSROADS NAME SIGN,1195701.067000000039116,866017.042999999946915,TopoDOT_Signs35_usft,251.931100000001607
R7-108 / RESTRICTED PARKING XXXX TO XXXXX*,1195701.695800000103191,866125.319800000055693,TopoDOT_Signs35_usft,246.194799999997485
J20 / UNDEFINED,1195702.496499999891967,866149.219399999943562,TopoDOT_Signs35_usft,245.112500000002910
R8-3A / NO PARKING SYMBOL,1195705.203500000061467,866042.196499999961816,TopoDOT_Signs35_usft,250.067500000004657
R7-108 / RESTRICTED PARKING XXXX TO XXXXX*,1195705.230500000063330,866042.203199999989010,TopoDOT_Signs35_usft,250.144299999999930
R8-3A / NO PARKING SYMBOL,1195711.257400000002235,865939.006999999983236,TopoDOT_Signs35_usft,255.444199999998091
R7-108 / RESTRICTED PARKING XXXX TO XXXXX*,1195711.258600000059232,865939.013700000010431,TopoDOT_Signs35_usft,255.188599999994040
R8-3A / NO PARKING SYMBOL,1195712.528799999970943,865384.426699999952689,TopoDOT_Signs35_usft,284.166899999996531
D3-102 / CROSSROADS NAME SIGN,1195714.123499999986961,865687.669699999969453,TopoDOT_Signs35_usft,269.321400000000722
D3-102 / CROSSROADS NAME SIGN,1195714.246700000017881,865687.665200000046752,TopoDOT_Signs35_usft,268.663000000000466
R7-108 / RESTRICTED PARKING XXXX TO XXXXX*,1195718.820999999996275,865784.942799999960698,TopoDOT_Signs35_usft,262.883100000006380
R4-7 / KEEP RIGHT SYMBOL,1195742.167099999962375,867160.857700000051409,TopoDOT_Signs35_usft,207.465599999995902
D3-102 / CROSSROADS NAME SIGN,1195751.138599999947473,867308.395699999993667,TopoDOT_Signs35_usft,202.345499999995809
D3-102 / CROSSROADS NAME SIGN,1195751.161400000099093,867308.376300000003539,TopoDOT_Signs35_usft,202.414399999994203
R2-1 / SPEED LIMIT ______,1195754.091500000096858,866851.437700000009499,TopoDOT_Signs35_usft,217.382599999997183
W11-2 / PEDESTRIAN CROSSING,1195755.148100000107661,866745.698899999959394,TopoDOT_Signs35_usft,221.331699999995180
W16-7PR / DIAGONAL ARROW RIGHT PLAQUE,1195755.401400000089779,866745.082199999946170,TopoDOT_Signs35_usft,221.391699999992852
R9-3BR / USE CROSSWALK (ARROW RIGHT),1195756.765300000086427,866613.380299999960698,TopoDOT_Signs35_usft,225.568199999994249
R9-3 / NO PEDESTRIAN CROSSING,1195756.788500000024214,866613.360699999961071,TopoDOT_Signs35_usft,225.653900000004796
R8-3A / NO PARKING SYMBOL,1195757.747299999929965,866937.184200000017881,TopoDOT_Signs35_usft,213.828399999998510
W4-3R / ADDED LANE SYMBOL RIGHT,1195763.662199999904260,866798.574299999978393,TopoDOT_Signs35_usft,220.306800000005751
D3-102 / CROSSROADS NAME SIGN,1195765.574999999953434,866669.253200000035577,TopoDOT_Signs35_usft,223.762199999997392
R1-1 / STOP,1195765.591199999907985,866669.256999999983236,TopoDOT_Signs35_usft,223.721499999999651
D3-102 / CROSSROADS NAME SIGN,1195765.591800000052899,866669.268200000049546,TopoDOT_Signs35_usft,223.767399999996996
W11-2 / PEDESTRIAN CROSSING,1195771.776099999900907,866763.397200000006706,TopoDOT_Signs35_usft,221.473800000007031
W16-7PR / DIAGONAL ARROW RIGHT PLAQUE,1195771.823199999984354,866763.556699999957345,TopoDOT_Signs35_usft,221.496400000003632
R7-2A / NO PARKING SYMBOL (TIME) TO (TIME)*,1195773.140899999998510,866214.144899999955669,TopoDOT_Signs35_usft,242.130199999999604
D3-102 / CROSSROADS NAME SIGN,1195774.870399999897927,866323.995499999960884,TopoDOT_Signs35_usft,237.685400000002119
D3-102 / CROSSROADS NAME SIGN,1195774.878899999894202,866324.019100000034086,TopoDOT_Signs35_usft,237.568199999994249
R8-3A / NO PARKING SYMBOL,1195775.270999999949709,866467.743200000026263,TopoDOT_Signs35_usft,230.883499999996275
R4-7 / KEEP RIGHT SYMBOL,1195777.077499999897555,867287.528999999980442,TopoDOT_Signs35_usft,202.541400000001886
I5-6 / BUS STATION (SYMBOL),1195781.447200000053272,867400.551600000006147,TopoDOT_Signs35_usft,198.878700000001118
R1-1 / STOP,1195783.133600000059232,866637.773399999947287,TopoDOT_Signs35_usft,223.356299999999464
R8-3A / NO PARKING SYMBOL,1195783.191799999913201,866637.788100000005215,TopoDOT_Signs35_usft,223.335600000005797
R2-1 / SPEED LIMIT ______,1195786.736000000033528,866125.962599999969825,TopoDOT_Signs35_usft,246.825100000001839
R8-3A / NO PARKING SYMBOL,1195789.314699999988079,866135.856400000047870,TopoDOT_Signs35_usft,246.326700000005076
D3-102 / CROSSROADS NAME SIGN,1195792.029099999926984,865975.311499999952503,TopoDOT_Signs35_usft,254.372300000002724
D3-102 / CROSSROADS NAME SIGN,1195792.037100000074133,865975.304099999950267,TopoDOT_Signs35_usft,254.021599999992759
R8-3A / NO PARKING SYMBOL,1195799.541100000031292,865823.998200000030920,TopoDOT_Signs35_usft,262.061300000001211
R2-1 / SPEED LIMIT ______,1195804.272099999943748,895024.850699999951757,TopoDOT_Signs35_usft,285.168200000000070
D3-301 / STREET NAME SIGN*,1195841.096399999922141,867375.172699999995530,TopoDOT_Signs35_usft,197.210999999995693
D3-102 / CROSSROADS NAME SIGN,1195852.110700000077486,867370.697299999999814,TopoDOT_Signs35_usft,197.535199999998440
D3-102 / CROSSROADS NAME SIGN,1195852.118500000098720,867370.686400000005960,TopoDOT_Signs35_usft,197.597500000003492
R8-3 / NO PARKING,1195870.181300000054762,895065.655900000012480,TopoDOT_Signs35_usft,283.710800000000745
I5-6 / BUS STATION (SYMBOL),1195876.497599999886006,867428.449999999953434,TopoDOT_Signs35_usft,194.969599999996717
R2-1 / SPEED LIMIT ______,1195921.094199999934062,867513.943599999998696,TopoDOT_Signs35_usft,191.657900000005611
R8-3A / NO PARKING SYMBOL,1195921.098299999954179,867513.969900000025518,TopoDOT_Signs35_usft,191.424299999998766
W11-2 / PEDESTRIAN CROSSING,1195933.067299999995157,894897.242500000051223,TopoDOT_Signs35_usft,279.278099999995902
R8-3 / NO PARKING,1195936.556099999928847,894990.542699999990873,TopoDOT_Signs35_usft,280.589099999997416
R7-1 / NO PARKING ANYTIME (ARROW),1196068.404499999945983,894749.172000000020489,TopoDOT_Signs35_usft,270.907399999996414
I5-6 / BUS STATION (SYMBOL),1196155.871599999954924,894651.319499999983236,TopoDOT_Signs35_usft,266.269599999999627
R7-1 / NO PARKING ANYTIME (ARROW),1196177.529099999926984,894626.548199999961071,TopoDOT_Signs35_usft,264.672500000000582
R8-3A / NO PARKING SYMBOL,1196212.573499999940395,868008.635299999965355,TopoDOT_Signs35_usft,169.246199999994133
W4-2R / PAVEMENT WIDTH TRANSITION RIGHT,1196212.594499999890104,868008.591999999945983,TopoDOT_Signs35_usft,169.623200000001816
I5-6 / BUS STATION (SYMBOL),1196247.440600000089034,868208.548900000052527,TopoDOT_Signs35_usft,162.219599999996717
R2-1 / SPEED LIMIT ______,1196256.726999999955297,868225.511799999978393,TopoDOT_Signs35_usft,161.349499999996624
D3-102 / CROSSROADS NAME SIGN,1196262.256599999964237,894536.954000000027008,TopoDOT_Signs35_usft,261.738500000006752
W14-1P / DEAD END WITH ARROW,1196262.262000000104308,894536.956099999952130,TopoDOT_Signs35_usft,261.736199999999371
D3-102 / CROSSROADS NAME SIGN,1196262.276400000089779,894536.958899999968708,TopoDOT_Signs35_usft,261.663599999999860
R5-2 / NO TRUCKS SYMBOL,1196272.091800000052899,868275.780200000037439,TopoDOT_Signs35_usft,160.067100000000210
D3-102 / CROSSROADS NAME SIGN,1196274.510699999984354,894649.846000000019558,TopoDOT_Signs35_usft,263.357499999998254
D3-102 / CROSSROADS NAME SIGN,1196274.529700000071898,894649.875499999965541,TopoDOT_Signs35_usft,263.357900000002701
D3-102 / CROSSROADS NAME SIGN,1196276.501399999950081,868265.179600000032224,TopoDOT_Signs35_usft,160.443100000004051
D3-102 / CROSSROADS NAME SIGN,1196276.512000000104308,868265.170299999997951,TopoDOT_Signs35_usft,160.442399999999907
W8-1 / BUMP,1196277.827199999941513,868317.229900000034831,TopoDOT_Signs35_usft,159.385299999994459
W13-1 / ______MPH,1196277.838999999919906,868317.213899999973364,TopoDOT_Signs35_usft,159.470600000000559
R7-1 / NO PARKING ANYTIME (ARROW),1196278.785499999998137,894530.685199999948964,TopoDOT_Signs35_usft,261.170899999997346
J25 / RESIDENTIAL STREET,1196290.307100000092760,868314.805799999972805,TopoDOT_Signs35_usft,158.940400000006775
J27 / UNDEFINED,1196290.309700000099838,868314.794800000032410,TopoDOT_Signs35_usft,158.973199999993085
I5-6 / BUS STATION (SYMBOL),1196329.817599999951199,894576.829200000036508,TopoDOT_Signs35_usft,261.100699999995413
D3-102 / CROSSROADS NAME SIGN,1196413.641099999891594,868341.724900000030175,TopoDOT_Signs35_usft,155.286200000002282
D3-102 / CROSSROADS NAME SIGN,1196413.641800000099465,868341.716000000014901,TopoDOT_Signs35_usft,155.227799999993294
R8-3A / NO PARKING SYMBOL,1196432.529600000008941,868526.252399999997579,TopoDOT_Signs35_usft,151.093999999997322
R8-3A / NO PARKING SYMBOL,1196469.530400000046939,868584.730899999965914,TopoDOT_Signs35_usft,149.867899999997462
R8-3A / NO PARKING SYMBOL,1196471.012199999997392,868643.251900000032037,TopoDOT_Signs35_usft,149.013000000006286
D3-102 / CROSSROADS NAME SIGN,1196471.074999999953434,868591.724399999948218,TopoDOT_Signs35_usft,149.768899999995483
D3-102 / CROSSROADS NAME SIGN,1196471.091400000033900,868591.728699999977835,TopoDOT_Signs35_usft,149.692100000000210
I5-6 / BUS STATION (SYMBOL),1196473.133399999933317,868422.294200000003912,TopoDOT_Signs35_usft,152.927299999995739
W11-2 / PEDESTRIAN CROSSING,1196494.243699999991804,894389.892899999977089,TopoDOT_Signs35_usft,253.096699999994598
R9-3 / NO PEDESTRIAN CROSSING,1196506.877899999963120,868642.402099999948405,TopoDOT_Signs35_usft,149.421400000006543
R9-3BR / USE CROSSWALK (ARROW RIGHT),1196506.899999999906868,868642.418399999965914,TopoDOT_Signs35_usft,149.308199999999488
R2-1 / SPEED LIMIT ______,1196542.789600000018254,868539.148300000000745,TopoDOT_Signs35_usft,150.272800000006100
R8-3A / NO PARKING SYMBOL,1196549.171199999982491,868708.396700000041164,TopoDOT_Signs35_usft,148.686199999996461
R8-3A / NO PARKING SYMBOL,1196562.167399999918416,868737.190300000016578,TopoDOT_Signs35_usft,148.691800000000512
R9-3 / NO PEDESTRIAN CROSSING,1196582.857700000051409,868609.008200000040233,TopoDOT_Signs35_usft,150.028699999995297
R9-3BL / USE CROSSWALK (ARROW LEFT),1196582.857700000051409,868609.008200000040233,TopoDOT_Signs35_usft,150.028699999995297
D3-102 / CROSSROADS NAME SIGN,1196587.908499999903142,868610.972799999988638,TopoDOT_Signs35_usft,150.022800000006100
D3-102 / CROSSROADS NAME SIGN,1196587.960100000025705,868610.937299999990501,TopoDOT_Signs35_usft,149.971900000004098
J29 / NO STOPS,1196645.616600000066683,868899.142499999958090,TopoDOT_Signs35_usft,150.017200000002049
D3-102 / CROSSROADS NAME SIGN,1196658.629699999932200,868959.792999999946915,TopoDOT_Signs35_usft,152.334099999992759
D3-102 / CROSSROADS NAME SIGN,1196658.735300000058487,868959.975100000039674,TopoDOT_Signs35_usft,152.500499999994645
R9-3 / NO PEDESTRIAN CROSSING,1196669.637199999997392,868975.765999999945052,TopoDOT_Signs35_usft,150.905700000002980
R8-3B R / UNDEFINED,1196669.642900000093505,868975.718100000056438,TopoDOT_Signs35_usft,150.966400000004796
R8-3A / NO PARKING SYMBOL,1196696.578500000061467,869051.239900000044145,TopoDOT_Signs35_usft,153.215400000000955
R8-3A / NO PARKING SYMBOL,1196737.310899999924004,869253.235800000024028,TopoDOT_Signs35_usft,157.565100000007078
D3-102 / CROSSROADS NAME SIGN,1196741.081299999961630,869272.274500000057742,TopoDOT_Signs35_usft,158.295100000003004
D3-102 / CROSSROADS NAME SIGN,1196741.182000000029802,869272.242199999978766,TopoDOT_Signs35_usft,158.325899999996182
J31  / One Way Do Not Enter,1196746.929100000066683,869556.636199999949895,TopoDOT_Signs35_usft,166.103799999997136
R2-1 / SPEED LIMIT ______,1196750.127300000051036,869397.849000000045635,TopoDOT_Signs35_usft,160.895499999998719
R8-3A / NO PARKING SYMBOL,1196750.170099999988452,869397.836899999994785,TopoDOT_Signs35_usft,160.807899999999790
R9-3BL / USE CROSSWALK (ARROW LEFT),1196751.845999999903142,868973.093200000002980,TopoDOT_Signs35_usft,151.834799999996903
R9-3 / NO PEDESTRIAN CROSSING,1196751.849799999967217,868973.066600000020117,TopoDOT_Signs35_usft,151.910900000002584
R8-3A / NO PARKING SYMBOL,1196751.887199999997392,869457.957000000053085,TopoDOT_Signs35_usft,162.524699999994482
R8-3A / NO PARKING SYMBOL,1196754.495399999897927,869605.277099999948405,TopoDOT_Signs35_usft,166.047399999995832
D3-102 / CROSSROADS NAME SIGN,1196755.405400000046939,868963.021700000041164,TopoDOT_Signs35_usft,151.460800000000745
D3-102 / CROSSROADS NAME SIGN,1196755.442199999932200,868962.714099999982864,TopoDOT_Signs35_usft,151.235400000005029
D3-102 / CROSSROADS NAME SIGN,1196758.035799999954179,869847.738999999943189,TopoDOT_Signs35_usft,171.336100000000442
R3-5R / RIGHT TURN ONLY,1196758.052300000097603,869847.736200000043027,TopoDOT_Signs35_usft,171.346900000004098
I5-6 / BUS STATION (SYMBOL),1196762.709700000006706,869760.491500000003725,TopoDOT_Signs35_usft,169.609700000000885
R8-3A / NO PARKING SYMBOL,1196763.938000000081956,870176.724099999992177,TopoDOT_Signs35_usft,175.487999999997555
D3-102 / CROSSROADS NAME SIGN,1196764.153200000058860,869946.888299999991432,TopoDOT_Signs35_usft,172.945699999996577
D3-102 / CROSSROADS NAME SIGN,1196764.247299999929965,869946.966200000024401,TopoDOT_Signs35_usft,173.033599999995204
R8-3A / NO PARKING SYMBOL,1196764.467900000046939,870329.241999999969266,TopoDOT_Signs35_usft,178.300600000002305
R7-101 / NO PARKING ANYTIME,1196764.518399999942631,870329.234300000010990,TopoDOT_Signs35_usft,178.197299999999814
W11-2 / PEDESTRIAN CROSSING,1196766.531200000084937,869953.320999999996275,TopoDOT_Signs35_usft,172.944699999992736
R8-3A / NO PARKING SYMBOL,1196766.562900000018999,869953.294699999969453,TopoDOT_Signs35_usft,173.051300000006449
R3-1 / NO RIGHT TURN SYMBOL,1196766.569600000046194,869953.294400000013411,TopoDOT_Signs35_usft,172.998500000001513
